Period,Minutes Remaining,Seconds Remaining,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Action Type_Frequency,Team Name_Frequency,Home Team_Frequency,Away Team_Frequency,ShotType_2PT Field Goal,ShotType_3PT Field Goal,ShotZoneBasic_Above the Break 3,ShotZoneBasic_Backcourt,ShotZoneBasic_In The Paint (Non-RA),ShotZoneBasic_Left Corner 3,ShotZoneBasic_Mid-Range,ShotZoneBasic_Restricted Area,ShotZoneBasic_Right Corner 3,ShotZoneArea_Back Court(BC),ShotZoneArea_Center(C),ShotZoneArea_Left Side Center(LC),ShotZoneArea_Left Side(L),ShotZoneArea_Right Side Center(RC),ShotZoneArea_Right Side(R),ShotZoneRange_16-24 ft.,ShotZoneRange_24+ ft.,ShotZoneRange_8-16 ft.,ShotZoneRange_Back Court Shot,ShotZoneRange_Less Than 8 ft.,SeasonType_Playoffs,SeasonType_Regular Season,Game ID_Frequency,Game Event ID_Frequency,Player ID_Frequency
2,8,56,0,0,0,0,20000324,0.05759162303664921,0.029668411867364748,0.034904013961605584,0.029668411867364748,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,3,57,17,-96,145,0,20000208,0.5846422338568935,0.041884816753926704,0.031413612565445025,0.04363001745200698,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.008726003490401396
3,6,54,5,11,51,0,20020103,0.017452006980802792,0.04537521815008726,0.031413612565445025,0.04537521815008726,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.005235602094240838
2,9,52,20,-200,13,0,20060313,0.5846422338568935,0.02617801047120419,0.04013961605584642,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
4,7,23,3,-34,4,1,20200308,0.05759162303664921,0.03664921465968586,0.034904013961605584,0.017452006980802792,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
1,2,22,0,0,0,0,20080319,0.11867364746945899,0.05410122164048865,0.02268760907504363,0.04363001745200698,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
4,5,2,1,16,10,0,20041113,0.11867364746945899,0.041884816753926704,0.02268760907504363,0.04886561954624782,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
5,1,26,18,51,179,0,20021220,0.5846422338568935,0.017452006980802792,0.02268760907504363,0.012216404886561954,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.006980802792321117,0.0034904013961605585
1,8,28,16,-61,156,0,20080116,0.5846422338568935,0.03664921465968586,0.020942408376963352,0.04537521815008726,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.006980802792321117,0.0017452006980802793
1,9,2,6,38,52,0,20171219,0.11867364746945899,0.013961605584642234,0.027923211169284468,0.012216404886561954,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
3,0,33,25,-246,62,0,20160116,0.5846422338568935,0.04013961605584642,0.027923211169284468,0.041884816753926704,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
3,4,27,9,95,28,1,20021215,0.5846422338568935,0.04537521815008726,0.04013961605584642,0.04537521815008726,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.006980802792321117
4,2,6,12,22,125,1,20200311,0.005235602094240838,0.03315881326352531,0.02617801047120419,0.031413612565445025,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
2,7,38,24,-166,184,0,20100117,0.5846422338568935,0.020942408376963352,0.034904013961605584,0.03664921465968586,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
1,3,15,25,187,169,0,20181223,0.5846422338568935,0.013961605584642234,0.034904013961605584,0.012216404886561954,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
3,8,38,0,0,0,0,20050401,0.11867364746945899,0.03315881326352531,0.031413612565445025,0.03664921465968586,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.005235602094240838
3,1,44,19,-124,156,1,20000222,0.5846422338568935,0.029668411867364748,0.03664921465968586,0.038394415357766144,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.005235602094240838
4,7,35,18,1,183,0,20170113,0.5846422338568935,0.034904013961605584,0.03315881326352531,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
1,10,43,5,-34,39,0,20091219,0.027923211169284468,0.034904013961605584,0.03315881326352531,0.04013961605584642,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,11,35,17,-166,40,1,20071109,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.041884816753926704,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
3,0,3,19,-156,117,0,20071207,0.5846422338568935,0.034904013961605584,0.027923211169284468,0.04363001745200698,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.005235602094240838
3,2,26,4,1,44,0,20131122,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.02617801047120419,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
3,10,38,20,-141,145,0,20061120,0.5846422338568935,0.02617801047120419,0.029668411867364748,0.04537521815008726,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
2,6,30,0,0,0,1,20100308,0.11867364746945899,0.017452006980802792,0.010471204188481676,0.038394415357766144,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.008726003490401396,0.0034904013961605585
2,8,3,0,0,0,1,20021122,0.0017452006980802793,0.031413612565445025,0.034904013961605584,0.04363001745200698,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.006980802792321117,0.006980802792321117
2,0,33,19,-199,1,1,20000216,0.5846422338568935,0.019197207678883072,0.029668411867364748,0.038394415357766144,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
1,0,9,0,-3,8,1,20181130,0.05759162303664921,0.03664921465968586,0.04712041884816754,0.04537521815008726,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
2,3,54,4,-29,36,0,19990408,0.5846422338568935,0.017452006980802792,0.02268760907504363,0.020942408376963352,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
2,6,39,23,237,11,1,20200309,0.5846422338568935,0.034904013961605584,0.02617801047120419,0.017452006980802792,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
4,0,10,0,0,0,1,20001220,0.11867364746945899,0.02617801047120419,0.02617801047120419,0.020942408376963352,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
3,9,50,14,146,-6,0,20120118,0.5846422338568935,0.034904013961605584,0.027923211169284468,0.010471204188481676,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,5,43,24,-242,-13,0,20130227,0.5846422338568935,0.02268760907504363,0.031413612565445025,0.038394415357766144,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.010471204188481676,0.0017452006980802793
2,6,31,0,0,0,1,20080411,0.11867364746945899,0.041884816753926704,0.03664921465968586,0.04363001745200698,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
3,0,46,20,24,206,0,20060417,0.5846422338568935,0.03664921465968586,0.04013961605584642,0.02268760907504363,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
3,8,34,4,-16,38,0,20151105,0.5846422338568935,0.034904013961605584,0.031413612565445025,0.034904013961605584,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
1,5,2,0,0,0,1,20060214,0.11867364746945899,0.017452006980802792,0.03315881326352531,0.012216404886561954,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.005235602094240838
4,8,13,9,90,43,0,20071113,0.5846422338568935,0.04537521815008726,0.029668411867364748,0.04537521815008726,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
2,2,23,20,167,125,0,20010223,0.5846422338568935,0.020942408376963352,0.034904013961605584,0.04013961605584642,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
1,5,14,0,0,0,0,20000105,0.11867364746945899,0.04537521815008726,0.04013961605584642,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
3,11,7,0,0,0,1,20100320,0.11867364746945899,0.017452006980802792,0.02617801047120419,0.012216404886561954,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,10,54,0,0,0,0,20090321,0.013961605584642234,0.02617801047120419,0.029668411867364748,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,1,5,1,14,7,1,20160203,0.05759162303664921,0.005235602094240838,0.020942408376963352,0.04363001745200698,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,8,52,13,127,56,0,20101217,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.041884816753926704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.008726003490401396,0.0017452006980802793
4,0,7,25,164,199,0,19980120,0.5846422338568935,0.034904013961605584,0.019197207678883072,0.02617801047120419,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.010471204188481676
1,3,18,22,-227,17,0,20031213,0.5846422338568935,0.031413612565445025,0.029668411867364748,0.017452006980802792,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
1,4,39,18,-56,172,0,20121103,0.5846422338568935,0.03664921465968586,0.031413612565445025,0.04013961605584642,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
1,5,58,2,-22,18,0,20190405,0.11867364746945899,0.038394415357766144,0.04013961605584642,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
3,0,31,26,-185,188,0,20190129,0.017452006980802792,0.034904013961605584,0.02268760907504363,0.04886561954624782,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.008726003490401396,0.0017452006980802793
1,2,3,1,16,4,1,20001205,0.008726003490401396,0.031413612565445025,0.031413612565445025,0.017452006980802792,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0034904013961605585
4,5,44,0,5,5,1,20051229,0.010471204188481676,0.029668411867364748,0.02617801047120419,0.005235602094240838,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
3,2,24,26,-183,186,0,20020417,0.5846422338568935,0.02443280977312391,0.04712041884816754,0.03664921465968586,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
4,5,46,6,-21,66,0,19971223,0.027923211169284468,0.03315881326352531,0.02617801047120419,0.031413612565445025,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,8,37,18,181,55,0,20100216,0.5846422338568935,0.04537521815008726,0.034904013961605584,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,11,47,1,-10,5,1,19980303,0.11867364746945899,0.03664921465968586,0.006980802792321117,0.031413612565445025,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
3,9,31,1,13,6,0,20120101,0.11867364746945899,0.034904013961605584,0.027923211169284468,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.005235602094240838
2,0,10,0,0,0,1,20040305,0.010471204188481676,0.029668411867364748,0.03664921465968586,0.02268760907504363,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
3,0,6,0,0,0,1,20000320,0.05759162303664921,0.04013961605584642,0.0034904013961605585,0.020942408376963352,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.008726003490401396
1,7,53,3,-9,35,0,20191115,0.027923211169284468,0.04537521815008726,0.04013961605584642,0.04013961605584642,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
2,2,35,1,-13,0,1,20140122,0.11867364746945899,0.017452006980802792,0.020942408376963352,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.006980802792321117,0.005235602094240838
3,6,44,1,-16,3,0,20090131,0.013961605584642234,0.03664921465968586,0.031413612565445025,0.02617801047120419,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
2,5,35,6,5,61,0,20050210,0.008726003490401396,0.038394415357766144,0.04013961605584642,0.041884816753926704,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
2,3,33,26,82,251,0,20190104,0.017452006980802792,0.02268760907504363,0.04013961605584642,0.02617801047120419,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
2,8,6,24,45,242,0,20161122,0.017452006980802792,0.02268760907504363,0.031413612565445025,0.020942408376963352,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
3,2,38,5,54,20,0,20120401,0.008726003490401396,0.034904013961605584,0.034904013961605584,0.04886561954624782,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
3,5,41,23,236,1,0,20180411,0.5846422338568935,0.04537521815008726,0.03664921465968586,0.04537521815008726,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,1,57,24,184,169,0,20160112,0.5846422338568935,0.038394415357766144,0.03315881326352531,0.02268760907504363,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
4,0,25,0,6,-6,1,20161211,0.11867364746945899,0.029668411867364748,0.03664921465968586,0.038394415357766144,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585
4,7,24,2,22,7,1,20170201,0.005235602094240838,0.05410122164048865,0.04712041884816754,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0034904013961605585
3,1,59,26,-205,173,1,19980211,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.03664921465968586,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,4,35,19,97,173,0,20050507,0.5846422338568935,0.03664921465968586,0.04363001745200698,0.031413612565445025,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0017452006980802793,0.006980802792321117,0.008726003490401396
2,2,54,26,-106,248,0,20191223,0.5846422338568935,0.02443280977312391,0.034904013961605584,0.034904013961605584,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.006980802792321117,0.0034904013961605585
4,7,43,17,47,167,0,20180419,0.5846422338568935,0.02443280977312391,0.034904013961605584,0.020942408376963352,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0017452006980802793,0.0017452006980802793,0.006980802792321117
4,0,33,17,170,0,1,20110119,0.5846422338568935,0.02617801047120419,0.034904013961605584,0.020942408376963352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.008726003490401396
1,10,27,25,-185,173,1,20020408,0.5846422338568935,0.02617801047120419,0.02268760907504363,0.041884816753926704,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0034904013961605585,0.0017452006980802793,0.0034904013961605585
2,5,3,1,10,11,1,20150325,0.013961605584642234,0.008726003490401396,0.02617801047120419,0.010471204188481676,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
2,4,7,20,-6,204,1,20190208,0.5846422338568935,0.029668411867364748,0.008726003490401396,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
3,1,48,25,-189,169,0,20161112,0.019197207678883072,0.015706806282722512,0.04712041884816754,0.012216404886561954,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
1,10,16,19,155,116,0,20081129,0.5846422338568935,0.03315881326352531,0.03664921465968586,0.031413612565445025,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
4,9,37,15,152,12,1,20101127,0.017452006980802792,0.04013961605584642,0.04363001745200698,0.017452006980802792,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
3,5,30,9,-93,23,1,20110216,0.015706806282722512,0.020942408376963352,0.034904013961605584,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
3,3,14,2,-24,-6,1,20170106,0.0034904013961605585,0.015706806282722512,0.010471204188481676,0.04363001745200698,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
1,10,12,0,0,0,0,19980308,0.11867364746945899,0.02617801047120419,0.031413612565445025,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0034904013961605585
3,3,38,6,-18,58,0,20040406,0.5846422338568935,0.041884816753926704,0.02268760907504363,0.017452006980802792,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.010471204188481676
1,0,8,13,104,91,0,20000322,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
3,10,34,12,-109,61,1,20131202,0.5846422338568935,0.013961605584642234,0.03664921465968586,0.012216404886561954,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
4,8,14,14,-138,46,1,20051106,0.006980802792321117,0.019197207678883072,0.031413612565445025,0.038394415357766144,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
4,2,52,7,-68,18,1,19991210,0.027923211169284468,0.03664921465968586,0.031413612565445025,0.04363001745200698,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
1,5,0,0,1,2,0,20151209,0.11867364746945899,0.034904013961605584,0.027923211169284468,0.02268760907504363,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.010471204188481676,0.0017452006980802793
4,1,37,3,30,7,0,20160505,0.0017452006980802793,0.02443280977312391,0.034904013961605584,0.029668411867364748,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0017452006980802793,0.0017452006980802793,0.005235602094240838
4,3,55,18,158,100,0,20170129,0.5846422338568935,0.038394415357766144,0.03664921465968586,0.020942408376963352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.006980802792321117
1,10,46,10,-109,-8,0,19990328,0.5846422338568935,0.03664921465968586,0.04013961605584642,0.029668411867364748,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
1,5,11,18,-122,133,0,20050305,0.5846422338568935,0.05410122164048865,0.04712041884816754,0.020942408376963352,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,7,16,0,0,0,0,20051214,0.11867364746945899,0.04537521815008726,0.029668411867364748,0.041884816753926704,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
3,0,55,5,53,9,0,20130412,0.5846422338568935,0.03664921465968586,0.02617801047120419,0.04013961605584642,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,8,47,16,2,165,0,20130421,0.5846422338568935,0.02443280977312391,0.034904013961605584,0.02617801047120419,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
1,6,41,22,138,173,1,20060301,0.5846422338568935,0.034904013961605584,0.02617801047120419,0.027923211169284468,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0017452006980802793,0.006980802792321117,0.005235602094240838
4,6,16,24,187,160,0,20061128,0.5846422338568935,0.031413612565445025,0.034904013961605584,0.027923211169284468,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
1,5,18,22,-200,97,1,20001124,0.5846422338568935,0.034904013961605584,0.02617801047120419,0.017452006980802792,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
3,11,45,0,0,0,1,20000319,0.11867364746945899,0.04013961605584642,0.04363001745200698,0.04537521815008726,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.005235602094240838,0.0017452006980802793
4,2,20,23,-232,17,0,20051231,0.5846422338568935,0.038394415357766144,0.03664921465968586,0.04363001745200698,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
1,9,45,28,-52,278,1,20171109,0.5846422338568935,0.041884816753926704,0.031413612565445025,0.04363001745200698,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0017452006980802793,0.006980802792321117,0.0034904013961605585
1,3,37,0,7,6,0,20121212,0.11867364746945899,0.02443280977312391,0.04363001745200698,0.03664921465968586,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.005235602094240838
4,8,2,2,17,19,0,20140219,0.013961605584642234,0.013961605584642234,0.008726003490401396,0.02617801047120419,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
3,4,6,13,-16,138,0,20191206,0.010471204188481676,0.02443280977312391,0.034904013961605584,0.04886561954624782,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0017452006980802793,0.0034904013961605585,0.0017452006980802793
4,3,28,23,233,4,1,20011031,0.5846422338568935,0.04013961605584642,0.04363001745200698,0.017452006980802792,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793
